School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate,Official Low Year Level,Official High Year Level,Suburb,Post Code,All Student Count,Longitude,Latitude
1638,Rochedale State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,85353.5,89797.0,95.1,Prep Year,Year 6,Rochedale,4123,967.0,153.125368,-27.580092
1638,Rochedale State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,91745.5,96888.0,94.7,Prep Year,Year 6,Rochedale,4123,967.0,153.125368,-27.580092
1638,Rochedale State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Mansfield,87678.5,92421.5,94.9,Prep Year,Year 6,Rochedale,4123,967.0,153.125368,-27.580092
3038,Rockhampton North Special School,2015,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,7610.0,8206.0,92.7,Prep Year,Year 12,Frenchville,4701,111.0,150.536884,-23.349449
3038,Rockhampton North Special School,2016,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,8033.5,8827.0,91.0,Prep Year,Year 12,Frenchville,4701,111.0,150.536884,-23.349449
3038,Rockhampton North Special School,2017,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,8206.5,9436.0,87.0,Prep Year,Year 12,Frenchville,4701,111.0,150.536884,-23.349449
3038,Rockhampton North Special School,2018,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,9445.0,10740.0,87.9,Prep Year,Year 12,Frenchville,4701,111.0,150.536884,-23.349449
3038,Rockhampton North Special School,2019,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,8842.0,10329.0,85.6,Prep Year,Year 12,Frenchville,4701,111.0,150.536884,-23.349449
3010,Rockhampton Special School,2015,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,5518.0,6352.0,86.9,Prep Year,Year 12,Rockhampton,4700,67.0,150.511679,-23.382714
3010,Rockhampton Special School,2016,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,5485.0,6431.0,85.3,Prep Year,Year 12,Rockhampton,4700,67.0,150.511679,-23.382714
3010,Rockhampton Special School,2017,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,4993.5,5727.5,87.2,Prep Year,Year 12,Rockhampton,4700,67.0,150.511679,-23.382714
3010,Rockhampton Special School,2018,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,4973.5,5911.0,84.1,Prep Year,Year 12,Rockhampton,4700,67.0,150.511679,-23.382714
3010,Rockhampton Special School,2019,Special School,Special,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,5072.0,5900.5,86.0,Prep Year,Year 12,Rockhampton,4700,67.0,150.511679,-23.382714
2011,Rockhampton State High School,2015,State High School,Secondary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,105276.0,118334.0,89.0,Year 7,Year 12,Wandal,4700,1085.0,150.499255,-23.369589
2011,Rockhampton State High School,2016,State High School,Secondary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,98898.0,112784.5,87.7,Year 7,Year 12,Wandal,4700,1085.0,150.499255,-23.369589
2011,Rockhampton State High School,2017,State High School,Secondary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,94913.5,109654.0,86.6,Year 7,Year 12,Wandal,4700,1085.0,150.499255,-23.369589
2011,Rockhampton State High School,2018,State High School,Secondary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,95792.0,112050.0,85.5,Year 7,Year 12,Wandal,4700,1085.0,150.499255,-23.369589
2011,Rockhampton State High School,2019,State High School,Secondary,Inner Regional Australia,Central Queensland,Rockhampton (R),Rockhampton,90232.5,104588.5,86.3,Year 7,Year 12,Wandal,4700,1085.0,150.499255,-23.369589
454,Rocklea State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,4127.5,4460.0,92.5,Prep Year,Year 6,Rocklea,4106,26.0,153.011812,-27.546643
454,Rocklea State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,3912.5,4243.0,92.2,Prep Year,Year 6,Rocklea,4106,26.0,153.011812,-27.546643
454,Rocklea State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,3711.5,4252.0,87.3,Prep Year,Year 6,Rocklea,4106,26.0,153.011812,-27.546643
454,Rocklea State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,3773.5,4126.0,91.5,Prep Year,Year 6,Rocklea,4106,26.0,153.011812,-27.546643
454,Rocklea State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,2486.5,2844.0,87.4,Prep Year,Year 6,Rocklea,4106,26.0,153.011812,-27.546643
1786,Rockville State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,15764.5,18566.0,84.9,Prep Year,Year 6,Rockville,4350,190.0,151.936495,-27.53116
1786,Rockville State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,15718.0,17803.0,88.3,Prep Year,Year 6,Rockville,4350,190.0,151.936495,-27.53116
1786,Rockville State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,15944.0,18048.5,88.3,Prep Year,Year 6,Rockville,4350,190.0,151.936495,-27.53116
1786,Rockville State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,17313.0,19568.5,88.5,Prep Year,Year 6,Rockville,4350,190.0,151.936495,-27.53116
1786,Rockville State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,16364.5,18676.5,87.6,Prep Year,Year 6,Rockville,4350,190.0,151.936495,-27.53116
92,Rolleston State School,2015,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,5637.0,6119.0,92.1,Early Childhood,Year 6,Rolleston,4702,61.0,148.624042,-24.46248
92,Rolleston State School,2016,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,5306.5,5681.0,93.4,Early Childhood,Year 6,Rolleston,4702,61.0,148.624042,-24.46248
92,Rolleston State School,2017,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,5697.0,6183.0,92.1,Early Childhood,Year 6,Rolleston,4702,61.0,148.624042,-24.46248
92,Rolleston State School,2018,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,6003.0,6427.0,93.4,Early Childhood,Year 6,Rolleston,4702,61.0,148.624042,-24.46248
92,Rolleston State School,2019,State School,Primary,Remote Australia,Central Queensland,Central Highlands (R),Gregory,5156.5,5597.0,92.1,Early Childhood,Year 6,Rolleston,4702,61.0,148.624042,-24.46248
1325,Rollingstone State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Hinchinbrook,5983.5,6404.0,93.4,Prep Year,Year 6,Rollingstone,4816,63.0,146.391571,-19.04371
1325,Rollingstone State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Hinchinbrook,6907.5,7465.0,92.5,Prep Year,Year 6,Rollingstone,4816,63.0,146.391571,-19.04371
1325,Rollingstone State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Hinchinbrook,6922.0,7576.5,91.4,Prep Year,Year 6,Rollingstone,4816,63.0,146.391571,-19.04371
1325,Rollingstone State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Hinchinbrook,6067.5,6627.0,91.6,Prep Year,Year 6,Rollingstone,4816,63.0,146.391571,-19.04371
1325,Rollingstone State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Hinchinbrook,5257.5,5791.5,90.8,Prep Year,Year 6,Rollingstone,4816,63.0,146.391571,-19.04371
5666,Roma State College,2015,State School,Combined,Outer Regional Australia,Darling Downs South West,Maranoa (R),Warrego,79085.0,87416.0,90.5,Early Childhood,Year 12,Roma,4455,895.0,148.778149,-26.565539
5666,Roma State College,2016,State School,Combined,Outer Regional Australia,Darling Downs South West,Maranoa (R),Warrego,77747.0,87700.0,88.7,Early Childhood,Year 12,Roma,4455,895.0,148.778149,-26.565539
5666,Roma State College,2017,State School,Combined,Outer Regional Australia,Darling Downs South West,Maranoa (R),Warrego,73632.5,82690.0,89.0,Early Childhood,Year 12,Roma,4455,895.0,148.778149,-26.565539
5666,Roma State College,2018,State School,Combined,Outer Regional Australia,Darling Downs South West,Maranoa (R),Warrego,77446.5,87504.0,88.5,Early Childhood,Year 12,Roma,4455,895.0,148.778149,-26.565539
5666,Roma State College,2019,State School,Combined,Outer Regional Australia,Darling Downs South West,Maranoa (R),Warrego,75825.5,87735.0,86.4,Early Childhood,Year 12,Roma,4455,895.0,148.778149,-26.565539
613,Ropeley State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,236.0,262.0,90.1,Prep Year,Year 6,Ropeley,4343,4.0,152.258756,-27.657925
613,Ropeley State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,479.0,498.0,96.2,Prep Year,Year 6,Ropeley,4343,4.0,152.258756,-27.657925
613,Ropeley State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,605.0,672.0,90.0,Prep Year,Year 6,Ropeley,4343,4.0,152.258756,-27.657925
613,Ropeley State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,386.0,415.0,93.0,Prep Year,Year 6,Ropeley,4343,4.0,152.258756,-27.657925
613,Ropeley State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,234.0,241.0,97.1,Prep Year,Year 6,Ropeley,4343,4.0,152.258756,-27.657925
759,Rosedale State School,2015,State School,Combined,Outer Regional Australia,North Coast,Gladstone (R),Burnett,22177.0,24693.0,89.8,Early Childhood,Year 12,Rosedale,4674,268.0,151.914749,-24.623708
759,Rosedale State School,2016,State School,Combined,Outer Regional Australia,North Coast,Gladstone (R),Burnett,21888.0,24341.0,89.9,Early Childhood,Year 12,Rosedale,4674,268.0,151.914749,-24.623708
759,Rosedale State School,2017,State School,Combined,Outer Regional Australia,North Coast,Gladstone (R),Burnett,19561.5,21986.0,89.0,Early Childhood,Year 12,Rosedale,4674,268.0,151.914749,-24.623708
759,Rosedale State School,2018,State School,Combined,Outer Regional Australia,North Coast,Gladstone (R),Burnett,21689.5,24274.0,89.4,Early Childhood,Year 12,Rosedale,4674,268.0,151.914749,-24.623708
759,Rosedale State School,2019,State School,Combined,Outer Regional Australia,North Coast,Gladstone (R),Burnett,21019.5,23777.5,88.4,Early Childhood,Year 12,Rosedale,4674,268.0,151.914749,-24.623708
3002,Rosella Park School,2015,Special School,Special,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,5955.5,6565.0,90.7,Prep Year,Year 12,West Gladstone,4680,86.0,151.247541,-23.852157
3002,Rosella Park School,2016,Special School,Special,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,5861.0,6663.0,88.0,Prep Year,Year 12,West Gladstone,4680,86.0,151.247541,-23.852157
3002,Rosella Park School,2017,Special School,Special,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,5810.0,6760.0,85.9,Prep Year,Year 12,West Gladstone,4680,86.0,151.247541,-23.852157
3002,Rosella Park School,2018,Special School,Special,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,6299.0,7431.5,84.8,Prep Year,Year 12,West Gladstone,4680,86.0,151.247541,-23.852157
3002,Rosella Park School,2019,Special School,Special,Inner Regional Australia,Central Queensland,Gladstone (R),Gladstone,6493.5,7837.0,82.9,Prep Year,Year 12,West Gladstone,4680,86.0,151.247541,-23.852157
2151,Rosewood State High School,2015,State High School,Secondary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,39812.5,44878.0,88.7,Year 7,Year 12,Rosewood,4340,517.0,152.585622,-27.635897
2151,Rosewood State High School,2016,State High School,Secondary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,34684.0,39523.5,87.8,Year 7,Year 12,Rosewood,4340,517.0,152.585622,-27.635897
2151,Rosewood State High School,2017,State High School,Secondary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,35918.5,40783.5,88.1,Year 7,Year 12,Rosewood,4340,517.0,152.585622,-27.635897
2151,Rosewood State High School,2018,State High School,Secondary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,37635.5,43487.5,86.5,Year 7,Year 12,Rosewood,4340,517.0,152.585622,-27.635897
2151,Rosewood State High School,2019,State High School,Secondary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,41218.5,48510.5,85.0,Year 7,Year 12,Rosewood,4340,517.0,152.585622,-27.635897
131,Rosewood State School,2015,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,24401.5,26355.5,92.6,Prep Year,Year 6,Rosewood,4340,308.0,152.592667,-27.643552
131,Rosewood State School,2016,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,23833.5,26058.0,91.5,Prep Year,Year 6,Rosewood,4340,308.0,152.592667,-27.643552
131,Rosewood State School,2017,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,23760.5,25902.5,91.7,Prep Year,Year 6,Rosewood,4340,308.0,152.592667,-27.643552
131,Rosewood State School,2018,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,25727.0,28090.0,91.6,Prep Year,Year 6,Rosewood,4340,308.0,152.592667,-27.643552
131,Rosewood State School,2019,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,26579.0,29119.0,91.3,Prep Year,Year 6,Rosewood,4340,308.0,152.592667,-27.643552
1977,Rossville State School,2015,State School,Primary,Remote Australia,Far North Queensland,Cook (S),Cook,2892.0,3125.0,92.5,Prep Year,Year 6,Rossville,4895,39.0,145.268357,-15.76322
1977,Rossville State School,2016,State School,Primary,Remote Australia,Far North Queensland,Cook (S),Cook,2807.0,3028.0,92.7,Prep Year,Year 6,Rossville,4895,39.0,145.268357,-15.76322
1977,Rossville State School,2017,State School,Primary,Remote Australia,Far North Queensland,Cook (S),Cook,2357.0,2718.0,86.7,Prep Year,Year 6,Rossville,4895,39.0,145.268357,-15.76322
1977,Rossville State School,2018,State School,Primary,Remote Australia,Far North Queensland,Cook (S),Cook,2604.0,3007.0,86.6,Prep Year,Year 6,Rossville,4895,39.0,145.268357,-15.76322
1977,Rossville State School,2019,State School,Primary,Remote Australia,Far North Queensland,Cook (S),Cook,3113.5,3460.0,90.0,Prep Year,Year 6,Rossville,4895,39.0,145.268357,-15.76322
472,Runcorn Heights State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,59562.0,63666.0,93.6,Prep Year,Year 6,Runcorn,4113,760.0,153.069699,-27.604541
472,Runcorn Heights State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,59769.0,63651.0,93.9,Prep Year,Year 6,Runcorn,4113,760.0,153.069699,-27.604541
472,Runcorn Heights State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,60675.0,64438.0,94.2,Prep Year,Year 6,Runcorn,4113,760.0,153.069699,-27.604541
472,Runcorn Heights State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,67546.5,71902.0,93.9,Prep Year,Year 6,Runcorn,4113,760.0,153.069699,-27.604541
472,Runcorn Heights State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,67546.0,72735.0,92.9,Prep Year,Year 6,Runcorn,4113,760.0,153.069699,-27.604541
2167,Runcorn State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,71970.0,79220.0,90.8,Year 7,Year 12,Runcorn,4113,846.0,153.07801,-27.592692
2167,Runcorn State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,68115.5,75695.0,90.0,Year 7,Year 12,Runcorn,4113,846.0,153.07801,-27.592692
2167,Runcorn State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,63512.0,71072.0,89.4,Year 7,Year 12,Runcorn,4113,846.0,153.07801,-27.592692
2167,Runcorn State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,72850.5,82845.0,87.9,Year 7,Year 12,Runcorn,4113,846.0,153.07801,-27.592692
2167,Runcorn State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Stretton,70281.5,80005.0,87.8,Year 7,Year 12,Runcorn,4113,846.0,153.07801,-27.592692
968,Runcorn State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,38081.0,40915.0,93.1,Prep Year,Year 6,Sunnybank,4109,434.0,153.062144,-27.588129
968,Runcorn State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Toohey,37255.0,39582.0,94.1,Prep Year,Year 6,Sunnybank,4109,434.0,153.062144,-27.588129
